PWL_ID,WIN,NAME,DESCRIPT,BASIN,FACT_SHEET,Shape__Length
1101-0046,H (portion  7),"Upper Hudson, Main Stem",from Spier Falls Dam to Corinth,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1101-0046.pdf,8534.74438
0601-0141,SR-146- 9 (portion 4),"Butternut Creek, Upper, and tribs","stream and tribs, above Garrattville",Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0601-0141.pdf,68287.52776
0202-0017,Pa-63 (portion 3),"Conewango Creek, Upper, and minor tribs","stream and selected tribs, above Pope",Allegheny River,https://www.dec.ny.gov/data/WQP/PWL/0202-0017.html,67107.90539
0202-0048,Pa-63-33,Mud Creek and tribs,entire stream and tribs,Allegheny River,https://www.dec.ny.gov/data/WQP/PWL/0202-0048.pdf,82078.73848
0201-0028,Pa-53- 3 thru 19 (selected),"Minor Tribs to Allegheny Reservior, east","total length of selected tribs to reservoir, from east",Allegheny River,https://www.dec.ny.gov/data/WQP/PWL/0201-0028.html,43573.09933
0201-0037,Pa-53-22 thru 43 (selected),Minor Tribs to Allegheny River,"total length of selected tribs, Salamanca to Vandalia",Allegheny River,https://www.dec.ny.gov/data/WQP/PWL/0201-0037.pdf,169690.7912
1103-0004,H-301-20- 1,White Creek and tribs,entire stream and tribs,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1103-0004.pdf,64128.11532
1103-0010,H-301,"Batten Kill, Lower, and minor tribs",stream and selected tribs from mouth to Greenwich,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1103-0010.pdf,65474.01249
1103-0011,H-301,"Batten Kill, Middle, and minor tribs","stream and selected tribs, fr Greenwich to E.Greenwich",Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1103-0011.html,79824.20088
0705-0087,Ont  66-12-P369- 93,"Big Stream, Lower, and tribs","stream and tribs, from mouth to Dundee",Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0705-0087.pdf,53612.49444
0705-0088,Ont  66-12-P369- 93,"Big Stream, Upper, and tribs","stream and tribs, above Dundee",Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0705-0088.pdf,71627.84195
0705-0089,Ont  66-12-P369-104,Plum Point Creek and tribs,entire stream and tribs,Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0705-0089.pdf,20331.44918
0705-0053,Ont  66-12-P296- 27,Paines Creek and tribs,entire stream and tribs,Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0705-0053.pdf,61338.68515
1201-0223,H-240-234,Threemile Creek and tribs,entire stream and tribs,Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1201-0223.pdf,4010.528197
0301-0030,Ont 126 thru 129,Minor Tribs to Lake Ontario,total length of selected/smaller tribs,Lake Ontario,https://www.dec.ny.gov/data/WQP/PWL/0301-0030.pdf,51235.30368
0301-0032,Ont 131,Yanty Creek and tribs,entire stream and tribs,Lake Ontario,https://www.dec.ny.gov/data/WQP/PWL/0301-0032.pdf,58555.01516
0303-0101,Ont  19a thru 24 (select),Minor Tribs to L. Ontario,"total length of select tribs, from Black R to Sawyer Pt",Lake Ontario,https://www.dec.ny.gov/data/WQP/PWL/0303-0101.pdf,9043.043279
0603-0055,SR- 16- 4-P13-1,Michigan Creek and tribs,entire stream and tribs,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0603-0055.pdf,37418.28602
0602-0118,SR- 44- 5- 3,Glen Castle Creek and tribs,entire stream and tribs,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0602-0118.pdf,10772.92491
0602-0120,SR- 44- 6,Thomas Creek and minor tribs,entire stream and selected tribs,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0602-0120.pdf,27688.22647
0602-0122,SR- 44-11,"Page Brook, Upper and tribs",stream and tribs above Quinnevile,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0602-0122.pdf,46094.55356
0603-0030,SR- 14,Thorn Hollow Creek and tribs,entire stream and tribs,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0603-0030.pdf,22524.88727
0603-0031,SR- 16,Owego Creek and minor tribs,stream and select tribs fr mouth to East/West Branch,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0603-0031.html,68252.68914
0901-0002,SL (portion 1),"Saint Lawrence River, Main Stem",from St.Regis to Robert Moses Dam,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0901-0002.pdf,19136.47538
0303-0063,Ont  48,Lindsey Creek and tribs,entire stream and tribs,Lake Ontario,https://www.dec.ny.gov/data/WQP/PWL/0303-0063.pdf,76437.83075
0303-0064,Ont  50,"Little Sandy Creek, Upper, and tribs","stream and tribs, above Lacona",Lake Ontario,https://www.dec.ny.gov/data/WQP/PWL/0303-0064.pdf,60255.57804
0703-0058,"Ont  66-11-P26-22,23a","Upper Murray Brook, Oneida Lake Trib","stream and tribs, above North Bay",Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0703-0058.pdf,8261.000896
0703-0059,Ont  66-11-P26-24,Fish Creek and minor tribs,entire stream and selected tribs,Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0703-0059.pdf,81582.47093
0703-0060,Ont  66-11-P26-24,"West Br Fish Creek, Lower and tribs","stream and tribs, from Blossvale to Cold Brook",Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0703-0060.pdf,29486.34954
0703-0061,Ont  66-11-P26-24,"West Br Fish Creek, Middle, minor tribs","stream and selected tribs, from Cold Brook to Camden",Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0703-0061.html,85133.6246
0703-0062,Ont  66-11-P26-24,"West Br Fish Creek, Upper, and tribs","stream and tribs, above Camden",Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0703-0062.pdf,162055.313
0901-0009,SL-13,Sucker Brook and tribs,entire stream and tribs,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0901-0009.html,106503.2956
0901-0013,SL-11,Brandy Brook and tribs,entire stream and tribs,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0901-0013.html,90460.90071
0301-0055,Ont 148,"Eighteenmile Creek, Upp, and minor tribs",stream and selected tribs above Newfane,Lake Ontario,https://www.dec.ny.gov/data/WQP/PWL/0301-0055.html,121888.1955
0301-0056,Ont 148- 3,"East Branch 18-mile Cr, Lower, and tribs","stream and tribs, from mouth to Gasport",Lake Ontario,https://www.dec.ny.gov/data/WQP/PWL/0301-0056.pdf,141277.6688
0301-0057,Ont 148- 3,"East Branch 18-mile Cr, Upper, and tribs","stream and tribs, above Gasport",Lake Ontario,https://www.dec.ny.gov/data/WQP/PWL/0301-0057.pdf,51604.61465
0301-0058,Ont 148- 4,18-mile trib/The Gulf trib and tribs,entire stream and tribs,Lake Ontario,https://www.dec.ny.gov/data/WQP/PWL/0301-0058.pdf,21242.84479
1501-0026,NJ- 1 (portion 2),"Hackensack River, Lower, and minor tribs","stream and select tribs, from Lake Tappan to West Nyack",Hackensack-Ramapo Rivers,https://www.dec.ny.gov/data/WQP/PWL/1501-0026.html,27680.69402
1501-0028,NJ- 1- 4,"Nauraushaun Brook, Upper, and tribs","stream and tribs, above Nauraushaun",Hackensack-Ramapo Rivers,https://www.dec.ny.gov/data/WQP/PWL/1501-0028.pdf,19733.71608
0403-0036,Ont 117-187,Chenunda Creek and tribs,entire stream and tribs,Genesee River,https://www.dec.ny.gov/data/WQP/PWL/0403-0036.pdf,84204.20037
0902-0097,SL(C)-32- 6,"Deer River, Lower, and minor tribs","stream and select tribs, from mouth to North Lawrence",Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0902-0097.html,113595.7523
0902-0098,SL(C)-32- 6,"Deer River, Upper, and tribs","stream and tribs, fr North Lawrence to Deer River Flow",Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0902-0098.html,275905.1235
0403-0032,Ont 117-185 thru 200,Minor Tributaries to Genesee River,total length of selected/smaller tribs to Genesee River,Genesee River,https://www.dec.ny.gov/data/WQP/PWL/0403-0032.pdf,59354.74309
0403-0034,Ont 117- 70,"Silver Lake Outlet, and tribs",stream and tribs fr Letchworth S.P. border to Silver Lk,Genesee River,https://www.dec.ny.gov/data/WQP/PWL/0403-0034.html,39064.28756
0403-0035,Ont 117-175,Knight Creek and tribs,entire stream and tribs,Genesee River,https://www.dec.ny.gov/data/WQP/PWL/0403-0035.html,53751.57481
0904-0052,SL- 2-59,"South Branch Grass River, Mid, and tribs","stream and tribs, from Newbridge to Brandy Brook",Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0904-0052.pdf,195903.6174
0904-0053,SL- 2-59,"South Branch Grass River, Upp, and tribs","stream and tribs, above Brandy Brook",Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0904-0053.pdf,126935.846
0905-0003,SL-25- 73,"West Br Oswegatchie, Upper, and tribs","stream and tribs, above Harrisville",Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0905-0003.html,223789.3451
0905-0090,SL-25-101,Little River and tribs,entire stream and tribs,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0905-0090.html,255970.2309
0905-0096,SL-25 (portion  5),"Oswegatchie River, Middle, Main Stem",from Gouvernor to Talcville,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0905-0096.pdf,45167.15524
0905-0097,SL-25 (portion  4),"Oswegatchie River, Middle, Main Stem",from Richville to Gouverneur,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0905-0097.pdf,53754.57159
0905-0098,SL-25- 29,Boland Creek and minor tribs,entire stream and selected tribs,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0905-0098.pdf,63211.12781
0905-0130,SL-25- 68- 3,Saywer Creek and tribs,entire stream and tribs,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0905-0130.pdf,106511.3597
0602-0123,SR- 44-14- 1 thru 26 (selected),Minor Tribs to Lower Tioughnioga River,"total length of selected tribs, fr mouth to Whitney Pt",Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0602-0123.pdf,78899.65743
0602-0124,SR- 44-14-10,Halfway/Ticknor Brook and tribs,entire stream and tribs,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0602-0124.pdf,72760.36055
0303-0081,Ont  54,Grindstone Creek and minor tribs,entire stream and select tribs,Lake Ontario,https://www.dec.ny.gov/data/WQP/PWL/0303-0081.pdf,16335.09157
0303-0082,Ont  54,North Branch Grindstone Creek and tribs,entire stream and tribs,Lake Ontario,https://www.dec.ny.gov/data/WQP/PWL/0303-0082.pdf,34717.91585
0303-0083,Ont  54- 2,Little Grindstone Creek and tribs,entire stream and tribs,Lake Ontario,https://www.dec.ny.gov/data/WQP/PWL/0303-0083.html,45440.72039
0303-0086,Ont  55,Snake Creek and tribs,entire stream and tribs,Lake Ontario,https://www.dec.ny.gov/data/WQP/PWL/0303-0086.html,38622.08251
0705-0043,Ont  66-12-P296- 75- 5,"Sixmile Creek, Upper, and tribs","stream and tribs, above Ithaca",Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0705-0043.pdf,149159.33
1204-0011,H-240-223,"Oriskany Creek, Upper, and tribs","stream and tribs, above Solsville",Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1204-0011.pdf,28610.81437
1204-0012,H-240-223-24,"White Creek, Upper, and tribs","stream and tribs, above Franklin Springs",Mohawk River,https://www.dec.ny.gov/data/WQP/PWL/1204-0012.pdf,13280.70046
0703-0063,Ont  66-11-P26-24- 1 (Barge Canal),NYS Barge Canal (portion 6),portion from Rome to Sylvan Beach/Oneida Lake,Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0703-0063.pdf,23210.63876
0703-0065,Ont  66-11-P26-24- 1- 8,Stony Creek and tribs,entire stream and tribs,Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0703-0065.pdf,75435.63357
0703-0066,Ont  66-11-P26-24-14,"East Br Fish Creek, Lower, minor tribs","stream and selected tribs, from mouth to Rome W.Supply",Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0703-0066.pdf,22795.74673
0603-0068,SR (Pa)-1-41,Jackson Creek and tribs,entire stream and tribs,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0603-0068.html,40904.51125
0603-0069,SR (Pa)-1-52,Pony Hollow Creek and tribs,entire stream and tribs,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0603-0069.pdf,60910.55795
0703-0018,Ont  66-11- 2,Fish Creek and tribs,entire stream and tribs,Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0703-0018.html,136183.4404
0703-0025,Ont  66-11-P26-37,"Chittenango Creek, Middle, and tribs","stream and tribs, from North Manilius to Cazenovia",Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0703-0025.html,158685.839
0602-0057,SR- 44-14-58,"Trout Brook, Upper, and tribs","stream and tribs, above McGraw",Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0602-0057.pdf,66673.42969
0602-0058,SR- 44-14-59- 9,Cheningo Creek and tribs,entire stream and tribs,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0602-0058.pdf,86569.83017
0903-0184,SL- 1-P109..P241-27,Big Brook and tribs,entire stream and tribs,Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0903-0184.pdf,94928.43307
1104-0056,H (portion 13),"Upper Hudson, Upper, and tribs","stream and tribs, above Sanford Lake",Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0056.html,104412.4625
1101-0053,H-241 thru 261 (EOH),Minor Tribs to East of Upper Hudson,"total length of select tribs, fr Troy to Mechanicville",Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1101-0053.pdf,69598.32729
1101-0055,H-244 thru 263 (WOH),Minor Tribs to West of Upper Hudson,"total length of sel. tribs, Waterford to Mechanicville",Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1101-0055.pdf,74750.45024
1101-0056,H-247,"Deep Kill, Lower, and tribs",stream and tribs from mouth to Grant Hollow,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1101-0056.pdf,18717.38141
1101-0057,H-247,"Deep Kill, Upper, and tribs",stream and tribs above Grant Hollow,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1101-0057.pdf,25438.29266
0301-0020,Ont 120,Slater Creek and tribs,entire stream and tribs,Lake Ontario,https://www.dec.ny.gov/data/WQP/PWL/0301-0020.html,11838.84565
0301-0022,Ont 121,Round Pond Creek and tribs,entire stream and tribs,Lake Ontario,https://www.dec.ny.gov/data/WQP/PWL/0301-0022.pdf,60571.88549
0301-0023,Ont 122-P153- 2,Larkin Creek and tribs,entire stream and tribs (includes Buck Pond tribs),Lake Ontario,https://www.dec.ny.gov/data/WQP/PWL/0301-0023.pdf,68872.66402
0301-0024,Ont 124,Buttonwood Creek and tribs,entire stream and tribs,Lake Ontario,https://www.dec.ny.gov/data/WQP/PWL/0301-0024.html,39117.56856
0301-0025,Ont 125,Salmon Creek and minor tribs,entire stream and selected/smaller tribs,Lake Ontario,https://www.dec.ny.gov/data/WQP/PWL/0301-0025.html,148659.5024
0905-0133,SL-25- 73,"West Br Oswegatchie, Lower, and tribs","stream and select tribs, fr mouth to near Harrisville",Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0905-0133.pdf,194532.8638
0905-0138,SL-25- 73-19,Big Creek and minor tribs,"stream and select tribs, from mouth to Pitcairn",Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0905-0138.pdf,126460.8511
0905-0139,SL-25- 73-19,Big Creek/Jenny Creek and tribs,"stream and tribs, above Pitcairn",Saint Lawrence River,https://www.dec.ny.gov/data/WQP/PWL/0905-0139.pdf,64355.88858
0303-0077,Ont  53-16-10,Mad River and tribs,entire stream and tribs,Lake Ontario,https://www.dec.ny.gov/data/WQP/PWL/0303-0077.html,241056.7105
0303-0079,Ont  53-26,Prince Brook and tribs,entire stream and tribs,Lake Ontario,https://www.dec.ny.gov/data/WQP/PWL/0303-0079.pdf,28955.57871
0201-0046,Pa-53-44 thru 53 (selected),Minor Tribs to Allegheny River,"total length of selected tribs, from Vandalia to Olean",Allegheny River,https://www.dec.ny.gov/data/WQP/PWL/0201-0046.pdf,109943.3744
0201-0047,Pa-53-47,Fivemile Creek and tribs,entire stream and tribs,Allegheny River,https://www.dec.ny.gov/data/WQP/PWL/0201-0047.html,160929.7143
0201-0049,Pa-53-48,Fourmile Creek and tribs,entire stream and tribs,Allegheny River,https://www.dec.ny.gov/data/WQP/PWL/0201-0049.html,53785.03617
0201-0050,Pa-53-54,"Olean Creek, Upper, and tribs","stream and tribs, from Baldwin Heights to Hinsdale",Allegheny River,https://www.dec.ny.gov/data/WQP/PWL/0201-0050.html,93317.36307
0201-0051,Pa-53-54-10,"Ischua Creek, Lower, and tribs","stream and tribs, from mouth to Ischua",Allegheny River,https://www.dec.ny.gov/data/WQP/PWL/0201-0051.html,48373.8923
0602-0164,SR- 44 (portion 3),"Chenango River, Middle, Main Stem",from near Oxford to Norwich,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0602-0164.html,25936.58485
1104-0152,H-369.. (portion 2),"Sacandaga River, Upper, Main Stem",West Branch to East Branch,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0152.pdf,13397.08273
0601-0133,SR-134- 8,Wilkins Brook and tribs,entire stream and tribs,Susquehanna River,https://www.dec.ny.gov/data/WQP/PWL/0601-0133.pdf,50299.45237
1104-0123,H-369-P127-33,Mayfield Creek and minor tribs,entire stream and selected/smaller tribs,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1104-0123.pdf,35059.26529
1102-0001,H-264-23,Walloomsac River and minor tribs,entire stream and selected/smaller tribs,Upper Hudson River,https://www.dec.ny.gov/data/WQP/PWL/1102-0001.html,20449.9267
0705-0091,Ont  66-12-P369-115-P388-36,Keuka Lake Inlet/Cold Brook and tribs,entire stream and tribs,Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0705-0091.html,77389.51273
0705-0092,Ont  66-12-P369-115-P388-37 thru 61,"Minor Tribs to Keuka Lake, Western","total length of selected tribs, western shore",Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0705-0092.html,131527.6492
0703-0109,Ont  66-11-P26-37- 6-15,"Rush Creek, Upper, and tribs","stream and tribs, above Jamesville Water Supply",Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0703-0109.pdf,17090.98676
0703-0020,Ont  66-11,"Oneida River, Main Stem",portion from mouth to Oneida Lake,Oswego-Seneca-Oneida,https://www.dec.ny.gov/data/WQP/PWL/0703-0020.html,38947.54032
0301-0033,Ont 132 thru 137 (selected),Minor Tribs to Lake Ontario,total length of selected/smaller tribs,Lake Ontario,https://www.dec.ny.gov/data/WQP/PWL/0301-0033.pdf,36093.80821
0301-0034,Ont 134,Bald Eagle Creek and tribs,entire stream and tribs,Lake Ontario,https://www.dec.ny.gov/data/WQP/PWL/0301-0034.pdf,62559.86171
0301-0036,Ont 138- 1,Marsh Creek and tribs,entire stream and tribs,Lake Ontario,https://www.dec.ny.gov/data/WQP/PWL/0301-0036.pdf,102758.6655
0301-0037,Ont 138- 3,"Otter Creek, Lower, and tribs",stream and tribs from mouth to Albion,Lake Ontario,https://www.dec.ny.gov/data/WQP/PWL/0301-0037.pdf,35093.18937
0301-0038,Ont 138- 3,"Otter Creek, Upper, and tribs",stream and tribs above Albion,Lake Ontario,https://www.dec.ny.gov/data/WQP/PWL/0301-0038.html,36950.62049
0301-0026,Ont 125- 1 -1,"West Creek, Upper, and tribs",entire stream and tribs,Lake Ontario,https://www.dec.ny.gov/data/WQP/PWL/0301-0026.pdf,41513.77723
0301-0027,Ont 125- 1,West/Moorman Creek and minor tribs,entire stream and selected/smaller tribs,Lake Ontario,https://www.dec.ny.gov/data/WQP/PWL/0301-0027.html,84679.34089
0301-0028,Ont 125- 2,Brockport Creek and minor tribs,entire stream and selected/smaller tribs,Lake Ontario,https://www.dec.ny.gov/data/WQP/PWL/0301-0028.html,38537.87949
0301-0029,Ont 125- 2- 1,Otis Creek and tribs,entire stream and tribs,Lake Ontario,https://www.dec.ny.gov/data/WQP/PWL/0301-0029.pdf,41612.15222
0303-0099,Ont  60,Catfish Creek and tribs,entire stream and tribs,Lake Ontario,https://www.dec.ny.gov/data/WQP/PWL/0303-0099.html,68636.87537
0302-0053,Ont  73,"Sterling Creek, Middle, and tribs","stream and tribs, from Sterling to Martville",Lake Ontario,https://www.dec.ny.gov/data/WQP/PWL/0302-0053.pdf,24585.49655
0302-0054,Ont  73,"Sterling Creek, Upper, and tribs","stream and tribs, above Martville",Lake Ontario,https://www.dec.ny.gov/data/WQP/PWL/0302-0054.pdf,75146.81024
