Segment_ID,Segment_Name,Class,FACT_SHEET,HMW ,Waterbody_Index_Number,Description,Monitoring_Data,USGS,6NYCRR_Chapter_X_Part,Basin,Segment_Miles,Waterbody_Type,Notes,Shape__Area,Shape__Length
1309-0025,Beaver Dam Pond,C,https://www.dec.ny.gov/data/WQP/PWL/1309-0025.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1309-0025/2018,H-193- 9- 4-P934a,entire lake,,,863,Lower Hudson River,,Ponds,,130825.668,3219.145333
1309-0031,Myosotis Lake,A,https://www.dec.ny.gov/data/WQP/PWL/1309-0031.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1309-0031/2018,H-193-41-P954,entire lake,,,863,Lower Hudson River,,Ponds,,383104.7595,2855.937366
1309-0034,Crystal Lake,B,https://www.dec.ny.gov/data/WQP/PWL/1309-0034.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1309-0034/2018,H-193-56-P957,entire lake,,,863,Lower Hudson River,,Ponds,,199045.824,1827.52656
1309-0035,The Vlaie,B,https://www.dec.ny.gov/data/WQP/PWL/1309-0035.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1309-0035/2018,H-193-P960b,entire lake,,,863,Lower Hudson River,,Ponds,,482318.1526,4957.612367
1310-0002,Kinderhook Lake,B,https://www.dec.ny.gov/data/WQP/PWL/1310-0002.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1310-0002/2018,H-204- 2- 7-P24,entire lake,,,863,Lower Hudson River,,Ponds,,1394447.585,12962.16387
1310-0009,Smith Pond,C,https://www.dec.ny.gov/data/WQP/PWL/1310-0009.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1310-0009/2018,H-204- 2- 9- 1-P42,entire lake,,,863,Lower Hudson River,,Ponds,,108915.2151,3036.3459
1310-0034,Bachus Pond,C,https://www.dec.ny.gov/data/WQP/PWL/1310-0034.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1310-0034/2018,H-204- 2-14-P59,entire lake,,,863,Lower Hudson River,,Ponds,,69572.24121,1019.412622
1310-0040,Taplin Pond,C,https://www.dec.ny.gov/data/WQP/PWL/1310-0040.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1310-0040/2018,H-204- 2-30-P79,entire lake,,,863,Lower Hudson River,,Ponds,,29180.71216,800.9091042
1310-0054,Churchtown Reservoir,A(T),https://www.dec.ny.gov/data/WQP/PWL/1310-0054.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1310-0054/2018,H-204- 3- 8- 8-P98c,entire reservoir,,,863,Lower Hudson River,,Ponds,,68834.35132,1324.998013
1311-0001,Watervliet Reservoir,A,https://www.dec.ny.gov/data/WQP/PWL/1311-0001.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1311-0001/2018,H-221- 4 (portion 3)/P270,entire reservoir,,,863,Lower Hudson River,,Ponds,,1552743.039,18688.4496
1311-0006,Duane Lake,B,https://www.dec.ny.gov/data/WQP/PWL/1311-0006.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1311-0006/2018,H-221- 4-P270- 1- 9-P276a,entire lake,,,863,Lower Hudson River,,Ponds,,472464.4463,3540.608546
1311-0007,Thompsons Lake,A(T),https://www.dec.ny.gov/data/WQP/PWL/1311-0007.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1311-0007/2018,H-221- 4-P270- 1- 1- 2-P274,entire lake,,,863,Lower Hudson River,,Ponds,,529836.887,3997.211631
1301-0008,Orange Lake,B,https://www.dec.ny.gov/data/WQP/PWL/1301-0008.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1301-0008/2018,H- 94- 6-P340,entire lake,,,862,Lower Hudson River,,Ponds,,1666557.553,6997.292452
1301-0025,Burdens Lake,B,https://www.dec.ny.gov/data/WQP/PWL/1301-0025.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1301-0025/2018,H-235-P386,entire lake,,,863,Lower Hudson River,,Ponds,,1438664.125,14113.63673
1301-0034,Lake Tibet,B,https://www.dec.ny.gov/data/WQP/PWL/1301-0034.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1301-0034/2018,H- 55-P183e,entire lake,,,864,Lower Hudson River,,Ponds,,151329.4307,2961.800743
1301-0035,Oscawana Lake,A,https://www.dec.ny.gov/data/WQP/PWL/1301-0035.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1301-0035/2018,H- 55- 8-P175,entire lake,,,864,Lower Hudson River,,Ponds,,1472405.8,10756.83762
1301-0037,Roaring Brook Lake,B,https://www.dec.ny.gov/data/WQP/PWL/1301-0037.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1301-0037/2018,H- 55-18-P183a,entire lake,,,864,Lower Hudson River,,Ponds,,464890.4265,5941.485409
1301-0053,Lake Meahaugh,C,https://www.dec.ny.gov/data/WQP/PWL/1301-0053.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1301-0053/2018,H- 49a-P160,entire lake,,,864,Lower Hudson River,,Ponds,,321248.7085,3809.193485
1301-0056,"Queensboro Lk, Turkey Hill Pd, others",A,https://www.dec.ny.gov/data/WQP/PWL/1301-0056.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1301-0056/2018,H- 61- 2-P184b thru j,total area of selected lakes,,,862,Lower Hudson River,,Ponds,,768882.0137,13313.09417
1301-0059,Sleepy Hollow Lake,A,https://www.dec.ny.gov/data/WQP/PWL/1301-0059.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1301-0059/2018,H-202-P8f,entire lake,,,863,Lower Hudson River,,Ponds,,1043860.833,20566.16204
1301-0102,Tarrytown Reservoir,A,https://www.dec.ny.gov/data/WQP/PWL/1301-0102.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1301-0102/2018,H-  4-17-P15b,entire reservoir,,,859,Lower Hudson River,,Ponds,,317932.2563,4473.961134
1301-0103,Woodlands Lake,A,https://www.dec.ny.gov/data/WQP/PWL/1301-0103.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1301-0103/2018,H-  4-P12,entire lake,,,859,Lower Hudson River,,Ponds,,48539.62866,2621.368552
1301-0123,Breakneck Pond,AA,https://www.dec.ny.gov/data/WQP/PWL/1301-0123.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1301-0123/2018,H- 43- 1-11- 9-P150d,entire lake,,,864,Lower Hudson River,,Ponds,,255081.999,3476.895355
1301-0124,Lake Welch,A,https://www.dec.ny.gov/data/WQP/PWL/1301-0124.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1301-0124/2018,H- 43- 1-11-P150c,entire lake,,,864,Lower Hudson River,,Ponds,,879289.9722,8486.528351
1301-0128,"First, Second and Third Reservoirs",A,https://www.dec.ny.gov/data/WQP/PWL/1301-0128.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1301-0128/2018,"H- 43-1- 11- 5-P150a,P150b,P150j",total area of all three reservoirs,,,864,Lower Hudson River,,Ponds,,193412.47,4201.352219
1301-0129,Lake Tiorati,A,https://www.dec.ny.gov/data/WQP/PWL/1301-0129.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1301-0129/2018,H- 43-P152,entire lake,,,864,Lower Hudson River,,Ponds,,1183961.758,10204.79486
1301-0131,Dickerson Pond,B,https://www.dec.ny.gov/data/WQP/PWL/1301-0131.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1301-0131/2018,H- 44- 6-P156,entire lake,,,864,Lower Hudson River,,Ponds,,162103.5938,3733.800972
1301-0140,Wallace Pond,B,https://www.dec.ny.gov/data/WQP/PWL/1301-0140.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1301-0140/2018,H- 55- 1-P165,entire lake,,,864,Lower Hudson River,,Ponds,,74835.74756,1912.139452
1301-0143,Indian Lake,A,https://www.dec.ny.gov/data/WQP/PWL/1301-0143.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1301-0143/2018,H- 55- 2- 4-P167,entire lake,,,864,Lower Hudson River,,Ponds,,179721.9465,3077.010639
1301-0145,"Canopus Lake, Pelton Lake",A,https://www.dec.ny.gov/data/WQP/PWL/1301-0145.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1301-0145/2018,H- 55- 2-P168a/P168b,total area of both lakes,,,864,Lower Hudson River,,Ponds,,450497.1548,8548.824528
1301-0147,Lake Peekskill,B,https://www.dec.ny.gov/data/WQP/PWL/1301-0147.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1301-0147/2018,H- 55- 7-P171,entire lake,,,864,Lower Hudson River,,Ponds,,236585.0129,2695.942707
1301-0148,"Mud Lake, Clear Lake",B,https://www.dec.ny.gov/data/WQP/PWL/1301-0148.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1301-0148/2018,"H- 55- 8-P175..P176,P177",total area of both lakes,,,864,Lower Hudson River,,Ponds,,130960.697,2520.721185
1301-0149,Lake Mohegan,B,https://www.dec.ny.gov/data/WQP/PWL/1301-0149.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1301-0149/2018,H- 55-11-P179,entire lake,,,864,Lower Hudson River,,Ponds,,419958.6313,4754.396455
1301-0153,Wiccopee Reservoir,A,https://www.dec.ny.gov/data/WQP/PWL/1301-0153.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1301-0153/2018,H- 55-17-P183a,entire reservoir,,,864,Lower Hudson River,,Ponds,,670645.4197,7533.190114
1301-0155,Stillwater Pond,B(T),https://www.dec.ny.gov/data/WQP/PWL/1301-0155.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1301-0155/2018,H- 55-17-P183a..P183c,entire lake,,,864,Lower Hudson River,,Ponds,,224774.0491,2920.784794
1301-0161,Cranberry Pond,A,https://www.dec.ny.gov/data/WQP/PWL/1301-0161.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1301-0161/2018,H- 61- 4,entire lake,,,862,Lower Hudson River,,Ponds,,118116.4922,1984.124898
1301-0164,Popolopen Lake,A,https://www.dec.ny.gov/data/WQP/PWL/1301-0164.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1301-0164/2018,H- 61-P188- 2-P191,entire lake,,,862,Lower Hudson River,,Ponds,,604118.6125,6584.887949
1301-0165,"Bull Pond, Barnes Lake, Summit Lake",A,https://www.dec.ny.gov/data/WQP/PWL/1301-0165.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1301-0165/2018,"H- 61-P188- 2-P191..P192,P192b,P193",total area of all three lakes,,,862,Lower Hudson River,,Ponds,,312455.261,5232.915845
1301-0167,"Lk Massawippa, Lk Teata, Low/Up Twin Lks",A,https://www.dec.ny.gov/data/WQP/PWL/1301-0167.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1301-0167/2018,"H- 61..P188..P188a/b,P189,P190",total area of all four lakes,,,862,Lower Hudson River,,Ponds,,448792.1821,6997.271553
1301-0173,"Bog Meadow Pond, Jims Pond",A(T),https://www.dec.ny.gov/data/WQP/PWL/1301-0173.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1301-0173/2018,"H- 71..P200,P199b",total area of both lakes,,,862,Lower Hudson River,,Ponds,,224964.5837,5627.23774
1301-0180,Lake Surprise,B,https://www.dec.ny.gov/data/WQP/PWL/1301-0180.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1301-0180/2018,H- 86-P220,entire lake,,,862,Lower Hudson River,,Ponds,,60614.91455,1118.721785
1301-0186,Crystal Lake,B,https://www.dec.ny.gov/data/WQP/PWL/1301-0186.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1301-0186/2018,H- 94- 3-P337,entire lake,,,862,Lower Hudson River,,Ponds,,35677.68335,902.6219308
1301-0190,Chadwick Lake,A,https://www.dec.ny.gov/data/WQP/PWL/1301-0190.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1301-0190/2018,H- 94-P341a,entire lake,,,862,Lower Hudson River,,Ponds,,855336.4465,6523.133013
1301-0207,Marx Pond,C,https://www.dec.ny.gov/data/WQP/PWL/1301-0207.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1301-0207/2018,H-128- 4-P436b,entire lake,,,862,Lower Hudson River,,Ponds,,32182.68115,825.9192313
1301-0216,Warackamac Lake,B,https://www.dec.ny.gov/data/WQP/PWL/1301-0216.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1301-0216/2018,H-158-17-P828,entire lake,,,862,Lower Hudson River,,Ponds,,38794.82886,864.6764421
1304-0024,Tyrell Lake,C,https://www.dec.ny.gov/data/WQP/PWL/1304-0024.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1304-0024/2018,H- 95-10-10-P348o,entire lake,,,862,Lower Hudson River,,Ponds,,172410.5032,3689.682377
1304-0025,Lake Walton,B,https://www.dec.ny.gov/data/WQP/PWL/1304-0025.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1304-0025/2018,H- 95-11a-P345y,entire lake,,,862,Lower Hudson River,,Ponds,,165727.6033,2876.98351
1304-0026,Penneywater pond,C,https://www.dec.ny.gov/data/WQP/PWL/1304-0026.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1304-0026/2018,H- 95-12a-P349,entire lake,,,862,Lower Hudson River,,Ponds,,32227.75439,691.2805977
1304-0029,Sylvan Lake,B(T),https://www.dec.ny.gov/data/WQP/PWL/1304-0029.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1304-0029/2018,H- 95-14-P354,entire lake,,,862,Lower Hudson River,,Ponds,,458490.4902,2846.252764
1304-0032,Nuclear Lake,C,https://www.dec.ny.gov/data/WQP/PWL/1304-0032.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1304-0032/2018,H- 95-19- 4- 4a-P351n,entire lake,,,862,Lower Hudson River,,Ponds,,145302.1643,2274.668948
1304-0034,"Furnace, McKinney, Christie, Pray Ponds",C(T),https://www.dec.ny.gov/data/WQP/PWL/1304-0034.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1304-0034/2018,"H- 95-P356,P357,P358a,P359",total area of all four lakes,,,862,Lower Hudson River,,Ponds,,123132.2834,3336.645863
1303-0012,Lake Washington,A,https://www.dec.ny.gov/data/WQP/PWL/1303-0012.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1303-0012/2018,H- 89- 2-P225,entire lake,,,862,Lower Hudson River,,Ponds,,677025.3196,3865.518776
1303-0015,Sutherland Pond,C,https://www.dec.ny.gov/data/WQP/PWL/1303-0015.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1303-0015/2018,H- 89- 7- 4-P228,entire lake,,,862,Lower Hudson River,,Ponds,,41013.95142,1041.419194
1303-0016,Earl Reservoir,A,https://www.dec.ny.gov/data/WQP/PWL/1303-0016.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1303-0016/2018,H- 89- 7- 6-P229a,entire reservoir,,,862,Lower Hudson River,,Ponds,,62308.35107,1356.877992
1303-0017,Cromwell Lake,A,https://www.dec.ny.gov/data/WQP/PWL/1303-0017.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1303-0017/2018,H- 89- 7- 7- 2-P231,entire lake,,,862,Lower Hudson River,,Ponds,,209903.7498,2188.562427
1303-0018,"Shadow Lake, Hillside Lake",C,https://www.dec.ny.gov/data/WQP/PWL/1303-0018.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1303-0018/2018,"H- 89- 7- 7-P231a,P231b",total area of both lakes,,,862,Lower Hudson River,,Ponds,,51679.57007,1526.40813
1303-0020,Peckermans Pond,C,https://www.dec.ny.gov/data/WQP/PWL/1303-0020.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1303-0020/2018,H- 89- 7-P232,entire lake,,,862,Lower Hudson River,,Ponds,,26602.26245,728.6677898
1303-0022,Crest View Lake,C,https://www.dec.ny.gov/data/WQP/PWL/1303-0022.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1303-0022/2018,H- 89-12-P234..P234g,entire lake,,,862,Lower Hudson River,,Ponds,,113672.562,2601.702688
1306-0090,Honk Lake,B,https://www.dec.ny.gov/data/WQP/PWL/1306-0090.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1306-0090/2018,H-139-14 (portion 3)/P812,entire lake,,,855,Lower Hudson River,,Ponds,,167275.385,2585.64186
1306-0094,Williams/Fifth Binnewater Lake,AA,https://www.dec.ny.gov/data/WQP/PWL/1306-0094.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1306-0094/2018,H-139-14- 5-P769,entire lake,,,855,Lower Hudson River,,Ponds,,170287.3445,2120.26722
1306-0097,Mohonk Lake,AA(T),https://www.dec.ny.gov/data/WQP/PWL/1306-0097.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1306-0097/2018,H-139-14- 9- 3..P774,entire lake,,,855,Lower Hudson River,,Ponds,,61871.05249,1409.328142
1306-0098,Minnewaska Lake,AA(T),https://www.dec.ny.gov/data/WQP/PWL/1306-0098.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1306-0098/2018,H-139-14- 9-P775,entire lake,,,855,Lower Hudson River,,Ponds,,97370.34448,1770.091114
1306-0101,Mud Pond,C(T),https://www.dec.ny.gov/data/WQP/PWL/1306-0101.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1306-0101/2018,H-139-14-16- 2-P780,entire lake,,,855,Lower Hudson River,,Ponds,,37590.04639,949.2695451
1306-0109,Roosa Lake,A(T),https://www.dec.ny.gov/data/WQP/PWL/1306-0109.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1306-0109/2018,H-139-14-20- 5- 1-P788,entire lake,,,855,Lower Hudson River,,Ponds,,43107.24561,1044.803981
1303-0004,Walton Lake,A,https://www.dec.ny.gov/data/WQP/PWL/1303-0004.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1303-0004/2018,H- 89-19-10-P257,entire lake,,,862,Lower Hudson River,,Ponds,,476419.2063,4051.389212
1302-0144,Blue Heron Lake,B,https://www.dec.ny.gov/data/WQP/PWL/1302-0144.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1302-0144/2018,H- 31-P44-36-11-P122a,entire lake,,,864,Lower Hudson River,,Ponds,,171120.5818,4622.863773
1302-0149,Journeys End Lake,B,https://www.dec.ny.gov/data/WQP/PWL/1302-0149.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1302-0149/2018,H- 31-P44-51-P128e,entire lake,,,864,Lower Hudson River,,Ponds,,27641.2688,954.4596933
1302-0150,Teatown Lake,B,https://www.dec.ny.gov/data/WQP/PWL/1302-0150.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1302-0150/2018,H- 31-P44-54-P128a,entire lake,,,864,Lower Hudson River,,Ponds,,162483.7664,2895.251196
1302-0151,"Vernay Lake, Shadow Lake",B,https://www.dec.ny.gov/data/WQP/PWL/1302-0151.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1302-0151/2018,"H- 31-P44-54-P128i,P128j",total area of both lakes,,,864,Lower Hudson River,,Ponds,,77031.76318,2225.682853
1302-0152,Franerest Pond,B,https://www.dec.ny.gov/data/WQP/PWL/1302-0152.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1302-0152/2018,H- 31-P44-55- 1-P128n,entire lake,,,864,Lower Hudson River,,Ponds,,24251.65332,1350.851051
1305-0001,Wappinger Lakes,B,https://www.dec.ny.gov/data/WQP/PWL/1305-0001.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1305-0001/2018,H-101 (portion 2)/P365,entire lake,,,857,Lower Hudson River,,Ponds,,324640.1672,3925.31482
1305-0004,"Ryder Pond, Hunns Lake",B,https://www.dec.ny.gov/data/WQP/PWL/1305-0004.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1305-0004/2018,"H-101-30..P401,P403",total area of both lakes,,,857,Lower Hudson River,,Ponds,,319040.7188,3748.959141
1305-0005,Upton Lake,B,https://www.dec.ny.gov/data/WQP/PWL/1305-0005.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1305-0005/2018,H-101-20-P384,entire lake,,,857,Lower Hudson River,,Ponds,,184300.1274,2631.84175
1305-0021,Mud Pond,B,https://www.dec.ny.gov/data/WQP/PWL/1305-0021.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1305-0021/2018,H-101-18-13-P378- 1-P379,entire lake,,,857,Lower Hudson River,,Ponds,,92501.47949,2164.915893
1305-0024,Round Pond,B,https://www.dec.ny.gov/data/WQP/PWL/1305-0024.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1305-0024/2018,H-101-21- 7-P395,entire lake,,,857,Lower Hudson River,,Ponds,,68939.16992,1127.849371
1305-0025,Dieterich Pond,B(T),https://www.dec.ny.gov/data/WQP/PWL/1305-0025.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1305-0025/2018,H-101-21-P390,entire lake,,,857,Lower Hudson River,,Ponds,,128776.7622,2360.587873
1301-0125,Garnerville Reservoir,AA,https://www.dec.ny.gov/data/WQP/PWL/1301-0125.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1301-0125/2018,H- 43- 1-P146,entire reservoir,,,864,Lower Hudson River,,Ponds,,40843.91113,1144.547869
1302-0072,Mill Pond,B(T),https://www.dec.ny.gov/data/WQP/PWL/1302-0072.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1302-0072/2018,H- 31-P44- 2-P49a,entire lake,,,864,Lower Hudson River,,Ponds,,40045.28906,1565.796385
1302-0076,Sparkle Lake,B,https://www.dec.ny.gov/data/WQP/PWL/1302-0076.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1302-0076/2018,H- 31-P44-14- 1- 6- 1- 1-P47a,entire lake,,,864,Lower Hudson River,,Ponds,,75685.78931,1657.64281
1302-0077,Crom Pond,B,https://www.dec.ny.gov/data/WQP/PWL/1302-0077.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1302-0077/2018,H- 31-P44-14- 1-P48,entire lake,,,864,Lower Hudson River,,Ponds,,148900.1121,1869.906943
1302-0079,Secor Lake,A,https://www.dec.ny.gov/data/WQP/PWL/1302-0079.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1302-0079/2018,H- 31-P44-14- 4-P51,entire lake,,,864,Lower Hudson River,,Ponds,,187133.2625,1826.027189
1301-0112,Hardscrabble Lake,B,https://www.dec.ny.gov/data/WQP/PWL/1301-0112.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1301-0112/2018,H- 20- 9- 2a-P32a,entire lake,,,864,Lower Hudson River,,Ponds,,17510.802,882.1743275
1301-0113,Campfire Lake,B,https://www.dec.ny.gov/data/WQP/PWL/1301-0113.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1301-0113/2018,H- 20-11a-P32a,entire lake,,,864,Lower Hudson River,,Ponds,,48538.68677,2159.077801
1310-0037,Tackawasick Lake,B(T),https://www.dec.ny.gov/data/WQP/PWL/1310-0037.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1310-0037/2018,H-204- 2-18-P65,entire lake,,,863,Lower Hudson River,,Ponds,,524148.2214,3642.032983
1302-0083,Lake Shenorock,B,https://www.dec.ny.gov/data/WQP/PWL/1302-0083.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1302-0083/2018,H- 31-P44-14-P50- 2- P50a,entire lake,,,864,Lower Hudson River,,Ponds,,61554.18408,1131.4894
1301-0114,Pocantico Lake,A,https://www.dec.ny.gov/data/WQP/PWL/1301-0114.html,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1301-0114/2018,H- 20-P30,entire lake,,,864,Lower Hudson River,,Ponds,,115638.7988,1887.735465
1301-0115,Echo Lake,B,https://www.dec.ny.gov/data/WQP/PWL/1301-0115.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1301-0115/2018,H- 20-P33,entire lake,,,864,Lower Hudson River,,Ponds,,25116.29077,1017.203738
1301-0126,Lake Tompkins,B,https://www.dec.ny.gov/data/WQP/PWL/1301-0126.pdf,https://mywaterway.epa.gov/waterbody-report/21NYDECA/NY1301-0126/2018,H- 43- 4-P150i,entire lake,,,864,Lower Hudson River,,Ponds,,42545.59302,914.7899347
