Segment ID,Waterbody Index Number (WIN),Name,Description,6NYCRR Chapter X Part,Water Quality Class,Basin,Segment Miles,Waterbody Type
1101-0046,H (portion  7),"Upper Hudson, Main Stem",from Spier Falls Dam to Corinth,941,C,Upper Hudson River,5.3,Streams
1101-0047,H (portion  8),"Upper Hudson, Main Stem",from Corinth to Hadley,941,B,Upper Hudson River,5.85,Streams
1101-0053,H-241 thru 261 (EOH),Minor Tribs to East of Upper Hudson,"total length of select tribs, fr Troy to Mechanicville",941,C,Upper Hudson River,43.25,Streams
1101-0055,H-244 thru 263 (WOH),Minor Tribs to West of Upper Hudson,"total length of sel. tribs, Waterford to Mechanicville",941,C,Upper Hudson River,46.45,Streams
1101-0056,H-247,"Deep Kill, Lower, and tribs",stream and tribs from mouth to Grant Hollow,941,C(T),Upper Hudson River,11.63,Streams
1101-0057,H-247,"Deep Kill, Upper, and tribs",stream and tribs above Grant Hollow,941,A,Upper Hudson River,15.81,Streams
1101-0058,H-260- 2,"Plum Brook, Upper, and tribs",stream and tribs above Mechanicville Water Supp (P1081),941,A,Upper Hudson River,1.52,Streams
1101-0061,H-260-P1089-3,Ballston Creek and tribs,entire stream and tribs,941,C,Upper Hudson River,10.72,Streams
1101-0062,H-260-P1089-3-P1090-,Tribs to Ballston Lake,total length of all tribs to the lake,941,C,Upper Hudson River,15.18,Streams
1101-0064,H-266 thru 300 (selected),Minor Tribs to Upper Hudson,"total length of select tribs, Stillwater to Schuylerv.",925,C,Upper Hudson River,14.97,Streams
1101-0064,H-266 thru 300 (selected),Minor Tribs to Upper Hudson,"total length of select tribs, Stillwater to Schuylerv.",925,C,Upper Hudson River,0.5,Streams
1101-0064,H-266 thru 300 (selected),Minor Tribs to Upper Hudson,"total length of select tribs, Stillwater to Schuylerv.",941,C,Upper Hudson River,234.27,Streams
1101-0065,H-299,"Fish Creek, Lower, and tribs","stream and tribs, from mouth to Staffords Bridge",941,C,Upper Hudson River,51.75,Streams
1101-0066,H-299,"Fish Creek, Upper, and tribs","stream and tribs, above Staffords Brdge",941,B,Upper Hudson River,19.3,Streams
1101-0067,H-299-P27- (selected),Minor Tribs to Saratoga Lake,total length of selected/smaller tribs to lake,941,C,Upper Hudson River,42.22,Streams
1101-0069,H-299-P27-13- 1-P30-2-P35-,Tribs to Loughberry Lake,total length of tribs to lake,941,A,Upper Hudson River,7.21,Streams
1101-0070,H-299-P27-13- 1-P30-3,"Bog Meadow Brook, Upper, and tribs",stream and tribs above Old Louden Road,941,A(T),Upper Hudson River,5.53,Streams
1101-0071,H-299-P27-13- 5,Geyser Brook and tribs,entire stream and selected/smaller tribs,940,C,Upper Hudson River,70.49,Streams
1101-0073,H-299-P27-13- 9,Mourning Kill and tribs,entire stream and tribs,940,C,Upper Hudson River,39.45,Streams
1101-0074,H-299-P27-13-19,Glowegee Creek and tribs,entire stream and tribs,940,C,Upper Hudson River,51.34,Streams
1101-0076,H-302 thru 317 (selected),Minor Tribs to Upper Hudson,"total length of select tribs, Schuylerville to FtEdward",940,C,Upper Hudson River,99.37,Streams
1101-0077,H-314,Moses Kill and tribs,entire stream and tribs,940,C,Upper Hudson River,128.76,Streams
1101-0079,H-318,"Snook Kill, Upper, and tribs",stream and tribs above Gansvoort,940,C(T),Upper Hudson River,94.08,Streams
1101-0080,H-318-1,North Branch Snook Kill and tribs,entire stream and tribs,940,C(T),Upper Hudson River,39.6,Streams
1101-0085,H-319 thru 343 (selected),Minor Tribs to Upper Hudson,"total length of sel. tribs, Hudson Falls to Glens Falls",940,C,Upper Hudson River,101.42,Streams
1101-0086,H-319a,Champlain Canal,canal from Lock 7 on Hudson River to Dunham Basin,940,C,Upper Hudson River,5.63,Streams
1101-0087,H-327-P109a-,Tribs to Hudson Falls water supply res,total length of all tribs to P109a,940,AA,Upper Hudson River,6.67,Streams
1101-0088,H-333-1,Tribs to S.Glens Falls water supply,entire stream and tribs,940,AA,Upper Hudson River,0.25,Streams
1101-0090,H-344 thru 367 (selected),Minor Tribs to Upper Hudson,"total length of selected tribs, Glens Falls to Hadley",940,C,Upper Hudson River,103.06,Streams
1102-0001,H-264-23,Walloomsac River and minor tribs,entire stream and selected/smaller tribs,940,C(T),Upper Hudson River,12.71,Streams
1102-0002,H-264 (portion 1),"Hoosic River, Lower, Main Stem",from mouth to Johnsonville Dam,940,B,Upper Hudson River,14.85,Streams
1102-0003,H-264 (portion 2),"Hoosic River, Middle, Main Stem",from Johnsonville Dam to Walloomsac River,940,B,Upper Hudson River,12.97,Streams
1102-0004,H-264-10 thru 28 (selected),Minor Tribs to Middle Hoosic River,total length of selected/smaller tribs,940,C,Upper Hudson River,55.84,Streams
1102-0005,H-264-20,Owl Kill and minor tribs,entire stream and selected/smaller tribs,940,C,Upper Hudson River,48.71,Streams
1102-0007,H-264-23-1,"Little White Creek, Upper, and tribs",stream and tribs above North Hoosic,940,A(TS),Upper Hudson River,17.26,Streams
1102-0016,H-264 (portion 3),"Hoosic River, Middle, Main Stem",from Walloomsac River to Hoosic Falls,940,C(T),Upper Hudson River,3.87,Streams
1102-0017,H-264 (portion 4),"Hoosic River, Upper, and tribs",stream and tribs from Hoosic Falls to Route 7,941,B(T),Upper Hudson River,3.9,Streams
1102-0018,H-264 (portion 5),"Hoosic River, Upper, and minor tribs","stream and selected/smaller tribs, above Hoosic",941,C(T),Upper Hudson River,36.92,Streams
1102-0019,H-264- 1 thru 9 (selected),Minor Tribs to Lower Hoosic River,total length of selected/smaller tribs,941,C,Upper Hudson River,19.42,Streams
1102-0020,H-264- 4,"Tomhannock Creek, Lower, and tribs",entire stream and tribs,941,C,Upper Hudson River,10.34,Streams
1102-0021,H-264- 4-P1095-  (selected),Minor Tribs to Tomhannock Reservoir,total length of selected/smaller tribs to the reservoir,941,A,Upper Hudson River,30.31,Streams
1102-0022,H-264- 4-P1095-1,Otter Creek and tribs,entire stream and tribs,941,A,Upper Hudson River,24.59,Streams
1102-0024,H-264- 4-P1095-3,Sunkauissia Creek and tribs,entire stream and tribs,941,A(T),Upper Hudson River,32.05,Streams
1102-0025,H-264- 8,Powamppokonk/Fly Creek and tribs,entire stream and tribs,930,C,Upper Hudson River,38.73,Streams
1102-0026,H-264-20-8,"White Creek, Upper, and tribs",stream and tribs above Wood Products Mill,931,A(TS),Upper Hudson River,19.96,Streams
1102-0027,H-264-38,"Little Hoosic River, Lower, and tribs",stream and tribs from mouth to Petersburg,921,C(TS),Upper Hudson River,35.09,Streams
1102-0028,H-264-38,"Little Hoosic River, Upper, and tribs",stream and tribs above Petersburg,921,C(TS),Upper Hudson River,87.94,Streams
1102-0032,H-264-41 thru 60 (selected),Minor Tribs to Hoosic (Vermont drainage),"total length of all tribs, direct drainage to Vermont",923,B,Upper Hudson River,3.57,Streams
1103-0004,H-301-20- 1,White Creek and tribs,entire stream and tribs,922,C,Upper Hudson River,39.85,Streams
1103-0010,H-301,"Batten Kill, Lower, and minor tribs",stream and selected tribs from mouth to Greenwich,922,C,Upper Hudson River,40.68,Streams
1103-0011,H-301,"Batten Kill, Middle, and minor tribs","stream and selected tribs, fr Greenwich to E.Greenwich",924,B(T),Upper Hudson River,49.6,Streams
1103-0012,H-301,"Batten Kill, Upper, and tribs","stream and tribs, above E.Greenwich",935,C,Upper Hudson River,63.02,Streams
1103-0013,H-301- 6,Fly Creek and tribs,entire stream and tribs,935,C,Upper Hudson River,27.21,Streams
1103-0017,H-301-20,Black Creek and minor tribs,entire stream and selected/smaller tribs,890,C,Upper Hudson River,97.13,Streams
1104-0022,H-461,Indian River and minor tribs,entire stream and select tribs,935,C(T),Upper Hudson River,14.62,Streams
1104-0023,H-391 (portion 1),"Schroon River, Lower, and minor tribs","stream and select tribs, from mouth to abv Warrensburg",941,C(T),Upper Hudson River,21.94,Streams
1104-0025,H-369,"Lower Sacandaga River, Main Stem",from mouth to Stewarts Bridge Reservoir,941,C,Upper Hudson River,11.52,Streams
1104-0030,H-429,Thirteenth Brook and tribs,entire stream and tribs,941,C(T),Upper Hudson River,38.42,Streams
1104-0032,H-409,Mill Creek and tribs,entire stream and tribs,941,C(T),Upper Hudson River,85.92,Streams
1104-0036,H-383,Stony Creek and tribs,entire stream and tribs,941,C,Upper Hudson River,89.85,Streams
1104-0038,H-369-P127-48,East Stony Creek and tribs,entire stream and tribs,941,C,Upper Hudson River,154.96,Streams
1104-0039,H-369-P127-26,"Kennyetto Creek, Upper and minor tribs",stream and selected tribs above Hagedorns Mills,941,C,Upper Hudson River,25.93,Streams
1104-0040,H-369-P127-26,"Kennyetto Creek, Lower, and minor tribs",stream and tribs from mouth to Hagedorns Mills,941,C,Upper Hudson River,24.41,Streams
1104-0052,H (portion  9),"Upper Hudson, Main Stem",from Hadley to near Warrensburg,941,C,Upper Hudson River,17.19,Streams
1104-0053,H (portion 10),"Upper Hudson, Main Stem",from Warrensburg to North Creek,941,C,Upper Hudson River,23.78,Streams
1104-0054,H (portion 11),"Upper Hudson, Upper, and minor tribs","stream and select tribs, from North Creek to Newcomb",941,C(T),Upper Hudson River,224.3,Streams
1104-0055,H (portion 12),"Upper Hudson, Upper, and minor tribs","stream and select tribs, from Newcomb to Sanford Lake",941,C(T),Upper Hudson River,202.39,Streams
1104-0056,H (portion 13),"Upper Hudson, Upper, and tribs","stream and tribs, above Sanford Lake",941,AA(T),Upper Hudson River,64.88,Streams
1104-0057,H-369..29,East Branch Sacandaga River and tribs,entire stream and tribs,941,C(T),Upper Hudson River,214.5,Streams
1104-0060,H-461-P597-,Minor Tribs to Indian Lake,total length of select tribs to Indian Lake,941,C(T),Upper Hudson River,172.01,Streams
1104-0062,H-369.. (portion 1),"Sacandaga River, Upper, Main Stem",from Great Sacandaga Lake to West Branch,941,B,Upper Hudson River,18.54,Streams
1104-0063,H-369..20,"West Branch Sacandaga, Lower, and tribs",stream and tribs from mouth to Piseco Lake Outlet,941,C(T),Upper Hudson River,158.32,Streams
1104-0064,H-469,"Cedar River, Lower, and tribs","stream and tribs, from mouth to Indian Lake",941,C(T),Upper Hudson River,113.74,Streams
1104-0100,H-369-P126a- 2 thru 7,Tribs to Stewarts Bridge Reservoir,total length of tribs to reservoir,941,C(T),Upper Hudson River,14.35,Streams
1104-0101,H-369-P127- 2,Daly Creek and tribs,entire stream and tribs,941,C(T),Upper Hudson River,36.33,Streams
1104-0106,H-369-P127- 3 thru 19,Minor Tribs to Great Sacandaga Lake,"total length of tribs, eastern shore",941,C,Upper Hudson River,43.69,Streams
1104-0109,H-369-P127-21,"Hans Creek, Lower, and tribs",stream and tribs from mouth to Amsterdam water supply,941,C(T),Upper Hudson River,4.98,Streams
1104-0110,H-369-P127-21,"Hans Creek, Upper, and tribs",stream and tribs above Amsterdam water supply,941,AA,Upper Hudson River,35.68,Streams
1104-0116,H-369-P127-22 thru 45 (selected),Minor Tribs to Great Sacandaga,"total length of selected tribs, southern/western shores",941,C,Upper Hudson River,47.1,Streams
1104-0117,H-369-P127-23,Frenchman Creek and tribs,entire stream and tribs,941,C(T),Upper Hudson River,22.77,Streams
1104-0118,H-369-P127-26-8,Cadman Creek and tribs,entire stream and tribs,941,C(T),Upper Hudson River,24.34,Streams
1104-0122,H-369-P127-32,Anthony Creek and tribs,entire stream and tribs,941,C,Upper Hudson River,13.79,Streams
1104-0123,H-369-P127-33,Mayfield Creek and minor tribs,entire stream and selected/smaller tribs,941,C(T),Upper Hudson River,21.78,Streams
1104-0124,H-369-P127-33-1,Tribs to Mayfield Creek,"total length of selected tribs, Gloversville water supp",941,A(T),Upper Hudson River,5.27,Streams
1104-0126,H-369-P127-33-3-1,Trib to Mayfield Creek,"total length of selected tribs, Gloversville aux supply",941,A,Upper Hudson River,3.45,Streams
1104-0130,H-369-P127-46,"West Stony Creek, Lower, and tribs",stream and tribs from mouth to Pinnacle,941,C,Upper Hudson River,44.96,Streams
1104-0131,H-369-P127-46,"West Stony Creek, Upper, and tribs","stream and tribs, above Pinnacle",941,C,Upper Hudson River,59.96,Streams
1104-0133,H-369-P127-46- 8,North Branch West Stony Creek and tribs,entire stream and tribs,941,C,Upper Hudson River,54.79,Streams
1104-0143,H-369-P127-50 thru 75,Minor Tribs to Great Sacandaga Lake,total length of selected/smallers tribs to lake,941,C,Upper Hudson River,57.44,Streams
1104-0145,H-369-P127-58,Beecher Creek and tribs,entire stream and tribs,941,C(T),Upper Hudson River,24,Streams
1104-0147,H-369-P127-64,Sand Creek and tribs,entire stream and tribs,941,C(T),Upper Hudson River,26.71,Streams
1104-0149,H-369-P127-69,Paul Creek and tribs,entire stream and tribs,941,C(T),Upper Hudson River,30.72,Streams
1104-0152,H-369.. (portion 2),"Sacandaga River, Upper, Main Stem",West Branch to East Branch,941,B,Upper Hudson River,8.32,Streams
1104-0153,H-369.. (portion 3),"Sacandaga River, Upper, and minor tribs",stream and tribs from East Branch to Lake Pleasant,941,C(T),Upper Hudson River,91.39,Streams
1104-0154,H-369.. 8 thru 19,Minor tribs to Upper Sacandaga River,total length of tribs btw Reservoir and West Branch,941,C,Upper Hudson River,48.48,Streams
1104-0156,H-369..20,"West Branch Sacandaga, Upper, and tribs",stream and tribs above Piseco Lake Outlet,941,C(T),Upper Hudson River,126.9,Streams
1104-0159,H-369..20-23,Piseco Lake Outlet and tribs,entire stream and tribs,931,C,Upper Hudson River,0.01,Streams
1104-0159,H-369..20-23,Piseco Lake Outlet and tribs,entire stream and tribs,941,C,Upper Hudson River,24.67,Streams
1104-0159,H-369..20-23,Piseco Lake Outlet and tribs,entire stream and tribs,941,C,Upper Hudson River,2.72,Streams
1104-0159,H-369..20-23,Piseco Lake Outlet and tribs,entire stream and tribs,941,C,Upper Hudson River,7.24,Streams
1104-0159,H-369..20-23,Piseco Lake Outlet and tribs,entire stream and tribs,941,C,Upper Hudson River,5.6,Streams
1104-0159,H-369..20-23,Piseco Lake Outlet and tribs,entire stream and tribs,941,C,Upper Hudson River,0.02,Streams
1104-0159,H-369..20-23,Piseco Lake Outlet and tribs,entire stream and tribs,925,C,Upper Hudson River,4.5,Streams
1104-0159,H-369..20-23,Piseco Lake Outlet and tribs,entire stream and tribs,925,C,Upper Hudson River,5.67,Streams
1104-0159,H-369..20-23,Piseco Lake Outlet and tribs,entire stream and tribs,890,C,Upper Hudson River,2.36,Streams
1104-0159,H-369..20-23,Piseco Lake Outlet and tribs,entire stream and tribs,925,C,Upper Hudson River,8.65,Streams
1104-0159,H-369..20-23,Piseco Lake Outlet and tribs,entire stream and tribs,925,C,Upper Hudson River,5.47,Streams
1104-0159,H-369..20-23,Piseco Lake Outlet and tribs,entire stream and tribs,925,C,Upper Hudson River,2.81,Streams
1104-0159,H-369..20-23,Piseco Lake Outlet and tribs,entire stream and tribs,925,C,Upper Hudson River,11.49,Streams
1104-0159,H-369..20-23,Piseco Lake Outlet and tribs,entire stream and tribs,925,C,Upper Hudson River,7.14,Streams
1104-0159,H-369..20-23,Piseco Lake Outlet and tribs,entire stream and tribs,925,C,Upper Hudson River,9.57,Streams
1104-0159,H-369..20-23,Piseco Lake Outlet and tribs,entire stream and tribs,925,C,Upper Hudson River,26.19,Streams
1104-0164,H-369..21 thru 28,Minor Tribs to Upper Sacandaga River,total length of selected tribs above East Branch,941,C(T),Upper Hudson River,58.42,Streams
1104-0170,H-369..40,Kunjamuk River and tribs,entire stream and tribs,941,C(T),Upper Hudson River,63.32,Streams
1104-0175,H-369..P313-,Tribs to Lake Pleasant,entire length of all tribs to lake,941,C(T),Upper Hudson River,17.85,Streams
1104-0177,H-370,Towns Brook and tribs,entire stream and tribs,941,C,Upper Hudson River,8.11,Streams
1104-0183,H-370-P325- 1,Stewart Brook and tribs,entire stream and tribs,941,C(T),Upper Hudson River,21.81,Streams
1104-0186,H-371 thru 390 (selected),Minor Tribs to Upper Hudson,"total length of select tribs, fr Sacandaga to Schroon R",941,C,Upper Hudson River,113.49,Streams
1104-0189,H-391 (portion 2),"Schroon River, Lower, and minor tribs","stream and tribs, from abv Warrensburg to Schroon Lake",941,A,Upper Hudson River,100.79,Streams
1104-0190,H-391 (portion 4),"Schroon River, Upper, and tribs","stream and minor tribs, from Schroon Lake to N.Hudson",941,C,Upper Hudson River,50.92,Streams
1104-0191,H-391 (portion 5),"Schroon River, Upper, and tribs",stream and tribs above North Hudson,941,C(T),Upper Hudson River,135.48,Streams
1104-0192,H-391- 3,"Big Brook, Upper, and tribs",stream and tribs above Warrensburg,941,AA(T),Upper Hudson River,9.3,Streams
1104-0197,H-391-31,Brant Lake Outlet and tribs,entire stream and tribs,941,AA-S,Upper Hudson River,1.37,Streams
1104-0198,H-391-31-P347-,Minor Tribs to Brant Lake,total length of selected tribs to lake,941,AA-S,Upper Hudson River,37.65,Streams
1104-0199,H-391-31-P347- 7,Spuytenduivel Brook and tribs,entire stream and tribs,941,AA-S,Upper Hudson River,33.05,Streams
1104-0201,H-391-33,Chester Creek and tribs,entire stream and selected/smaller tribs,941,C(T),Upper Hudson River,28.86,Streams
1104-0202,H-391-33-5,Bolster Creek and tribs,entire stream and tribs,941,AA(T),Upper Hudson River,7.65,Streams
1104-0210,H-391-P374- 1,"Trout Brook, Lower, and tribs",stream and tribs from mouth to Olmstedville,941,C(T),Upper Hudson River,32.16,Streams
1104-0211,H-391-P374- 1,"Trout Brook, Upper, and tribs",stream and tribs above Olmstedville,941,C(T),Upper Hudson River,58.9,Streams
1104-0214,H-391-P374- 1- 6,Minerva Stream and tribs,entire stream and tribs,941,C(T),Upper Hudson River,77.35,Streams
1104-0223,H-391-P374-11,Mill Brook and tribs,entire stream and tribs,941,C(T),Upper Hudson River,33.83,Streams
1104-0226,H-391..37,Alder Creek and tribs,entire stream and tribs,941,C(T),Upper Hudson River,19.98,Streams
1104-0250,H-392,Patterson Creek and tribs,entire stream and tribs,941,C(T),Upper Hudson River,30.63,Streams
1104-0251,H-392 thru 418 (selected),Minor Tribs to Upper Hudson River,"total length of select tribs, fr Schroon to North Creek",941,C,Upper Hudson River,87.64,Streams
1104-0254,H-403,Glen Creek and tribs,entire stream and tribs,941,C(T),Upper Hudson River,38.55,Streams
