Site_ID,PWL_ID,Segment_Name,Municipality,Site Description,Latitude,Longitude,DEC_Region,Watershed_ID,sampleinfo_present,chem_lab_present,chem_insitu_present,macroinfometrics_present,macroraw_present,habitat_present,userperc_present
14-PINE-0.2,1402-0034,Pine Kill,Mamakating,10 m above rt. 209 bridge.,41.50278,-74.55972,3,D- 1-12- 8,T,F,T,T,T,T,T
14-PINE-3.9,1402-0034,Pine Kill,Mamakating,knob hill rd. bridge.,41.54379,-74.57426,3,D- 1-12- 8,F,T,F,F,F,F,F
14-PINE-4.4,1402-0034,Pine Kill,Mamakating,off pine kill rd.,41.548032,-74.57116,3,D- 1-12- 8,T,T,T,T,T,T,T
14-PIMT-0.1,1403-0090,Pine Mountain,Hancock,upstream from hauck mtn. rd. bridge.,42.06483,-75.10475,4,D-70-23,T,F,T,F,F,T,T
02-PVCR-6.5,0202-0059,Pine Valley Creek,Harmony,Downstream of Phelps Rd.,42.012941,-79.502561,9,Pa-72 thru 75,T,,T,,,T,T
14-PINS-1.7,1404-0056,Pines Brook,Walton,pines brook rd. bridge.,42.175525,-75.17101,4,D-71-33 thru 49,T,F,T,T,T,T,T
01-PIPC-0.1,0103-0015,Pipe Creek,Colden,sr 240 bridge; 80 m above confluence w/w. br cazenovia ck.,42.69424,-78.68668,9,E-1-4-15-10,T,T,T,T,T,T,T
06-PIPE-0.7,0603-0027,Pipe Creek,Tioga,50 m downstream of allen rd. bridge.,42.06222,-76.35027,7,SR-12,T,T,T,T,T,T,T
06-PIPE-9.6,0603-0070,Pipe Creek,Candor,off straits corners rd. to only open water.,42.15679,-76.37886,7,SR-12,T,F,T,T,T,T,T
14-PLTN-1.4,1404-0067,Platner Brook,Delhi,treadwell rd; just below confl of e and w br platner.,42.255,-74.97667,4,D-71-57,T,F,T,F,F,F,F
13-PKIL-0.4,1306-0044,Platte Kill,New Paltz,10 m above rte 208 bridge.,41.72528,-74.10472,3,H-139-13-16,T,T,T,T,T,T,T
13-PLAK-0.4,1306-0057,Platte Kill,Shawangunk,20 m below cr 61.,41.595,-74.36528,3,H-139-13-19-15,T,F,T,T,T,F,F
14-PLAT-0.4,1403-0099,Platte Kill,Middletown,rte. 28 at gage.,42.13139,-74.69639,4,D-70-70,T,F,T,F,F,F,F
14-PLAT-5.4,1403-0099,Platte Kill,Middletown,150 downstream of crawford rd. bridge.,42.19498,-74.67671,4,D-70-70,T,F,T,F,F,T,T
13-PLCK-2.4,1307-0013,Plattekill Creek,Saugerties,off glasco turnpike.,42.04,-73.999722,3,H-171-11,F,T,F,F,F,F,F
13-PLCK-2.6,1307-0013,Plattekill Creek,Saugerties,10 m above glasco turnpike bridge.,42.04083,-74.00249,3,H-171-11,T,F,T,T,T,F,F
13-PLCK-8.2,1307-0013,Plattekill Creek,Saugerties,250 meters upstream of west saugerties rd.,42.10428,-74.01808,3,H-171-11,F,F,F,F,F,F,F
13-WPLCK-9.8,1307-0014,Plattekill Creek,Saugerties,cr 35. blue mountain rd.,42.123,-74.02109,3,H-171-11,T,T,T,T,T,T,F
13-WPLCK-12.0,1307-0014,Plattekill Creek,Saugerties,creekside rd.,42.1148,-74.05479,3,H-171-11,F,F,F,F,F,F,F
12-PLTR-0.5,1202-0053,Platter Kill,Gilboa,50 m from co. rte 17 crossing.,42.405,-74.44334,4,H-240-82-108,T,F,T,T,T,F,F
12-PLTR-3.9,1202-0053,Platter Kill,Gilboa,backspur rd.,42.429901,-74.397003,4,H-240- 82-108,T,F,T,T,T,F,F
06-PLEA-1.5,0601-0175,Pleasant Brook,Roseboom,sr 165.,42.719861,-74.76857,4,SR-195-21,T,T,T,T,T,T,T
06-PLES-1.2,0602-0071,Pleasant Brook,Sherburne,50 m above co.rt. 80 bridge.,42.69361,-75.5475,7,SR-44-71,T,F,T,T,T,T,T
06-PLES-4.7,0602-0071,Pleasant Brook,Smyrna,off rte 80.,42.693653,-75.60264,7,SR-44-71,T,T,T,T,T,T,T
06-PLSN-5.8,0602-0154,Pleasant Brook,Hamilton,walk through field to hemlock stand.,42.77601,-75.43191,7,SR-44-68-5,T,F,T,T,T,T,T
09-PLST-0.8,0906-0042,Pleasant Creek,Le Ray,320 meters downstream of sr 11/26 bridge.,44.08777,-75.79506,6,SL-25-7-3-25,T,T,T,T,T,T,T
09-LPLSN-0.0,0906-0035,Pleasant Lake,Macomb,Access type is DEC hand launch?. http://www.dec.ny.gov/plealkmap.pdf.,44.388302,-75.603996,6,SL-25-  7/P1- 3- 3-P50a,F,F,F,F,T,F,F
09-PLET-3.8,0904-0045,Pleasant Lake Stream,Colton,access off adk park rd.,44.329646,-74.893547,6,SL- 2-58,T,F,F,F,F,F,F
14-WPVAL-0.9,1403-0020,Pleasant Valley Brook,Roxbury,hardscrabble rd.,42.3023,-74.561,4,D-70 (portion 5),F,F,F,F,F,F,F
12-PLOT-0.2,1201-0102,Plotter Kill,Rotterdam,rte 5s bridge.,42.84583,-74.0125,4,H-240-29,T,T,T,T,T,T,T
01-PLUT-0.2,0103-0019,Plum Bottom Creek,Lancaster,20 m above central ave.,42.9021,-78.67,9,E-1-6-6,T,F,T,T,T,F,F
04-PLBO-3.3,0403-0031,Plum Bottom Creek,Amity,at saunders hill rd.,42.21377,-77.98157,9,ONT-117-169,T,T,T,T,T,T,T
09-PLUB-1.1,0903-0083,Plum Brook,Norfolk,brouse rd. bridge. near gladding rd.,44.87944,-74.91472,6,SL-1-6,T,T,T,T,T,T,T
09-PLUS-1.9,0902-0040,Plum Brook,Westville,200 m west off cr 19.,44.933833,-74.40082,5,SL(c)-29,T,F,T,T,T,T,T
11-PLUK-0.1,1101-0025,Plum Brook,Stillwater,rte 67 bridge.,42.919896,-73.720046,5,H-260,T,F,F,T,T,T,T
13-PLUM-2.0,1302-0087,Plum Brook,Somers,krystal drive.,41.3225,-73.71361,3,H- 31-P44-17,T,F,T,T,T,F,F
13-PLUM-4.7,1302-0088,Plum Brook,Carmel,brookside ave. at end.,41.3507,-73.72239,3,H- 31-P44-17,F,F,F,T,T,F,F
09-PLMB-0.2,0904-0029,Plumb Brook,Russell,blanchard hill rd.,44.42528,-75.13332,6,SL-2-45,T,F,T,F,F,F,F
09-PLMB-12.4,0904-0029,Plumb Creek,Russell,off spicer rd. newly dammed by beaver. moved coord.,44.327302,-75.091868,6,SL-2-45,T,T,T,T,T,T,T
06-LPLYM-0.0,0602-0014,Plymouth Reservoir,Plymouth,sampled in 2008 as part of lake biomonitoring pilot; composite.,42.58946,-75.64811,7,SR-44-54-8-P107,F,F,F,F,T,F,F
13-POCA-1.0,1301-0109,Pocantico River,Mount Pleasant,dell st.,41.09056,-73.86056,3,H- 20,T,F,T,T,T,F,F
13-POCA-3.1,1301-0109,Pocantico River,Mount Pleasant,immediately west off sleepy hollow rd. under phelps way/rte 117 overpass.,41.108407,-73.845391,3,H- 20,T,F,T,T,T,T,T
13-POCH-1.8,1306-0078,Pochuck Creek,Warwick,transport ln off coutny route 1. access behind barn next to calf pen. follow pen om the left side and access river from behind.,41.300423,-74.47224,3,H-139-13-61,T,T,T,T,T,T,T
13-POCH-3.6,1306-0078,Pochuck Creek,Warwick,40 m below newport bridge rd. bridge (at gage).,41.27555,-74.47194,3,H-139-13-61,T,F,T,T,T,T,T
12-POEN-1.1,1201-0005,Poentic Kill,Rotterdam,50 m below mall (below jnct. with orig. streambed.,42.80944,-73.97945,4,H-240-26,T,F,T,T,T,F,F
12-POEN-1.4,1201-0005,Poentic Kill,Rotterdam,5 m below east mall entrance bridge.,42.8109,-73.9845,4,H-240-26,T,F,T,T,T,F,F
12-POEN-1.5,1201-0005,Poentic Kill,Rotterdam,behind orlev provisions.,42.80783,-73.9859,4,H-240-26,T,F,T,T,T,F,F
12-POEN-1.6,1201-0005,Poentic Kill,Rotterdam,10 m below regulatory gates.,42.80889,-73.98444,4,H-240-26,T,F,T,T,T,F,F
12-POEN-1.9,1201-0005,Poentic Kill,Rotterdam,30 m downstream of the confluence with teller kill.,42.80773,-73.9935,4,H-240-26,T,T,T,T,T,T,T
12-POEN-2.0,1201-0005,Poentic Kill,Rotterdam,campbell rd.; 250 m above culverts opp. bjs/offmax.,42.8075,-73.99333,4,H-240-26,T,F,T,T,T,T,T
12-POEN-2.1,1201-0005,Poentic Kill,Rotterdam,30 m above junction with teller kill.,42.80639,-73.99472,4,H-240-26,T,F,T,T,T,F,F
13-POST-0.2,1301-0068,Poesten Kill,Troy,second st. bridge.,42.7202,-73.694,4,H-236,F,T,F,F,F,F,F
13-POST-0.8,1301-0068,Poesten Kill,Troy,150 m above spring ave. bridge.,42.71972,-73.68333,4,H-236,T,T,T,T,T,T,F
13-POST-4.2,1301-0068,Poesten Kill,Brunswick,100 m upstr of country club rd. bridge.,42.7254,-73.6473,4,H-236,T,F,T,T,T,F,F
13-POST-6.1,1301-0068,Poesten Kill,Brunswick,80 m downstream of co rt 134 bridge.,42.73889,-73.62499,4,H-236,T,F,T,T,T,F,F
13-POST-11.0,1301-0068,Poesten Kill,Poestenkill,75 m upstream of garfield rd. bridge.,42.70167,-73.58138,4,H-236,T,F,T,T,T,F,F
13-POST-12.3,1301-0068,Poesten Kill,Poestenkill,rte 351 bridge; 50 m upstream.,42.69083,-73.56389,4,H-236,T,F,T,T,T,F,F
13-POST-14.2,1301-0255,Poesten Kill,Poestenkill,30 m above rt. 79 bridge.,42.68306,-73.54083,4,H-236,T,F,T,T,T,F,F
13-POST-17.4,1301-0255,Poesten Kill,Poestenkill,50 m upstream of bridge at inters of co rt 40 and 44.,42.68167,-73.49943,4,H-236,T,F,T,T,T,F,F
13-POST-18.4,1301-0255,Poesten Kill,Poestenkill,at cr 41 bridge 1.5 mi. east of fifty-six rd.,42.68806,-73.48916,4,H-236,T,T,T,T,T,T,T
13-POST-20.3,1301-0255,Poesten Kill,Poestenkill,plank rd. bridge.,42.69097,-73.45935,4,H-236,F,T,F,F,F,F,F
01-PTPR-0.4,0104-0003,Point Peter Brook,Persia,50 m upstream of water works reservoir (point peter rd. to gowanda wwtf).,42.44,-78.92278,9,E-23-19,T,F,T,T,T,F,F
07-PTRK-0.6,0703-0073,Point Rock Creek,Lee,cr 67 15 m above bridge.,43.38111,-75.54723,6,ONT-66-11-P26-24-14-9,T,F,T,T,T,F,F
01-PONB-0.9,0103-0003,Pond Brook,Elma,bullis rd. bridge.,42.83944,-78.63499,9,E-1-15,T,F,T,T,T,F,F
06-POND-0.7,0602-0128,Pond Creek,Taylor,10 m above rte 26 bridge.,42.56728,-75.89246,7,SR-44-14-27-37,T,F,T,T,T,F,F
06-PONY-0.2,0603-0069,Pony Hollow Creek,Cayuta,sr 224.,42.278278,-76.692328,8,SR (Pa)-1-52,T,T,T,T,T,T,T
07-POOL-3.1,0703-0025,Pools Brook,Manlius,10 m above rte 290 bridge.,43.05,-75.93222,7,ONT-66-11-P26-37-9,T,F,T,T,T,F,F
05-POSC-1.3,0501-0047,Post Creek,Corning,30 m above rr bridge and rt.414 bridge.,42.1587,-77.05452,8,PA-3-52,T,T,T,T,T,T,T
05-POSC-1.6,0501-0047,Post Creek,Corning,above high st extension bridge.,42.16265,-77.05396,8,Pa  3-52,F,T,F,F,F,F,F
05-POSC-8.8,0501-0004,Post Creek,Catlin,50 m above rt 414 bridge.,42.23089,-76.96214,8,PA-3-52,T,F,T,T,T,F,F
05-POST_T7-0.3,0501-0004,Post Creek,Catlin,,42.238109,-76.957185,8,Pa  3-52,T,T,T,F,F,T,T
12-POTS-0.7,1201-0215,Potash Creek,Lee,cr 53 bridge.,43.30361,-75.46555,6,H-240-P1059-248,T,F,T,T,T,F,F
13-POTC-1.2,1309-0019,Potic Creek,Athens,100 m above shady lane rd. bridge.,42.27611,-73.92833,4,H-193- 9,T,F,T,T,T,F,F
07-POTT-0.1,0703-0050,Potter Creek,Constantia,At Peck drive road crossing above confluence w/Scriba creek.,43.314573,-76.026728,7,Ont  66-11-P26- 9,T,,T,,,T,T
10-PTNY-17.8,1005-0054,Poultney River,Hampton,150 m above rt. 22a bridge.,43.56667,-73.26195,5,C-138,T,T,T,T,T,T,T
11-POWA-2.0,1102-0025,Powampponock Creek,Schaghticoke,burton rd. 60 m below culvert above cow pasture.,42.93528,-73.50749,4,H-264-8,T,F,T,T,T,F,F
13-POWR-1.5,1302-0093,Power Station Trib,Carmel,drewville rd.,41.39889,-73.70222,3,H- 31-P44-23 (portion 3),T,F,T,T,T,F,F
02-PGAS-0.6,0202-0024,Predergast Creek,Chautauqua,at bridge on west lake rd.,42.189,-79.45199,9,PA-63-13-4-P122-15,T,F,F,F,F,T,T
03-PRIN-0.5,0303-0079,Prince Brook,Redfield,waterbury/prink bk. rd. at lewish/oswego co. line. just down from fiddler's hall of fame.,43.5175,-75.75945,3,ONT-53-26,T,F,T,T,T,F,F
03-PRIN-2.7,0303-0079,Prince Brook,Osceola,1400 ft above potter rd.,43.538977,-75.743845,6,Ont  53-26,F,F,F,T,T,F,F
06-PROP-0.1,0603-0032,Prospect Valley Creek,Candor,10 m below rte 96b bridge.,42.2625,-76.37611,7,SR-16-4-16-2,T,T,T,T,T,T,T
06-PUMP-0.3,0603-0029,Pumpelly Creek,Owego,30 m above rte 434 bridge. just past montrose rd.,42.09139,-76.26805,7,SR-17,T,F,T,T,T,F,F
13-PUNC-3.0,1308-0020,Punch Brook,Ancram,cr 3 bridge.,42.03192,-73.57728,4,H-188-57,T,F,T,T,T,F,F
13-PUNC-0.6,1308-0020,Punch Brook,Ancram,Next to Pond Restaurant on Co Rte 3,42.057311,-73.567293,4,H-188-57,T,,T,,,T,T
13-PUNS-1.6,1310-0028,Punsit Creek,Austerlitz,25 m above rte 203 bridge before beale rd.,42.33417,-73.55556,4,H-204- 2- 9,T,F,T,F,F,F,F
05-PURD-0.1,0503-0025,Purdy Creek,Canisteo,200 m below rte 248.,42.25908,-77.60856,8,PA-3-57-5-40-1,T,F,T,T,T,T,T
05-PURD-0.2,0503-0025,Purdy Creek,Canisteo,sr 248 bridge.,42.25908,-77.60856,8,Pa  3-57- 5-40- 1,F,T,F,F,F,F,F
08-PRGY-0.6,0801-0419,Purgatory Creek,Forestport,on rt 28,43.578002,-75.125338,6,Ont  19- 94- 1-P922-,T,,T,,,T,T
04-PUTB-0.1,0403-0011,Put Brook,Scio,vandermark rd.,42.178037,-77.91656,9,Ont 117-176,T,F,T,T,T,T,T
07-PUTN-1.1,0701-0039,Putnam Brook,Brutus,rte 31 bridge; 40 m above.,43.05528,-76.55305,7,ONT-66-12-36-1,T,F,T,T,T,F,F
10-ADKS12_2000-2.7,1004-0072,Putnam Brook,Keene,0.05 mile bushwack south off trail from hopkins mountain via the ranney trail at coordinates 44.178899 / -73.732534.,44.178333,-73.73277,5,C- 25-27,T,F,T,T,T,T,T
11-PTNM-3.1,1101-0071,Putnam Brook,Greenfield,5 m above daniels rd. bridge.,43.1022,-73.81596,5,H-299-P27-13-5-8,T,F,T,T,T,F,F
11-PUTA-1.0,1104-0032,Putnam Brook,Johnsburg,walk 150 meters north east off crane mt thurman rd. when you come to coordinates 43.556/-73.993.,43.556,-73.992,5,H-409-17,T,F,T,T,T,T,T
10-PUTM-3.1,1005-0011,Putnam Creek,Crown Point,50 m below rt. 2 bridge.,43.95056,-73.45778,5,C- 96,T,F,T,T,T,T,T
10-PUTM-4.5,1005-0011,Putnam Creek,Crown Point,off creek rd.,43.94124,-73.473716,5,C- 96,T,F,T,T,T,T,T
10-PUTM-13.2,1005-0015,Putnam Creek,Ticonderoga,bear pond rd. off cr 96.,43.87472,-73.54056,5,C- 96,T,T,T,T,T,T,T
13-LPNAM-0.0,1302-0053,Putnam Lake,Patterson,,41.461813,-73.54219,3,H- 31-P44-24-17-P93a.P93b,F,T,F,F,F,F,F
13-LPNAM-1.0,1302-0053,Putnam Lake,Patterson,,41.461813,-73.54219,3,H- 31-P44-24-17-P93a.P93b,F,F,T,F,F,F,F
13-LPNAM-2.0,1302-0053,Putnam Lake,Patterson,,41.457846,-73.54251,3,H- 31-P44-24-17-P93a.P93b,F,F,T,F,F,F,F
13-LPNAM-3.0,1302-0053,Putnam Lake,Patterson,,41.460983,-73.53741,3,H- 31-P44-24-17-P93a.P93b,F,F,T,F,F,F,F
13-LPNAM-4.0,1302-0053,Putnam Lake,Patterson,,41.466949,-73.53653,3,H- 31-P44-24-17-P93a.P93b,F,F,T,F,F,F,F
13-LPNAM-5.0,1302-0053,Putnam Lake,Patterson,,41.472395,-73.53557,3,H- 31-P44-24-17-P93a.P93b,F,F,T,F,F,F,F
13-LPNAM-6.0,1302-0053,Putnam Lake,Patterson,,41.477592,-73.5371,3,H- 31-P44-24-17-P93a.P93b,F,F,T,F,F,F,F
13-LPNAM-7.0,1302-0053,Putnam Lake,Patterson,,41.471681,-73.53962,3,H- 31-P44-24-17-P93a.P93b,F,F,T,F,F,F,F
13-LPNAM-8.0,1302-0053,Putnam Lake,Patterson,,41.467214,-73.54349,3,H- 31-P44-24-17-P93a.P93b,F,F,T,F,F,F,F
13-LPTNM-0.0,1302-0053,Putnam Lake,Patterson,Access type is public hand carry down. northeast shoreline?.,41.4664,-73.539597,3,"H- 31-P44-24-17-P93a,P93b",F,F,F,F,T,F,F
13-QUAC-1.6,1301-0256,Quacken Kill,Brunswick,just above dearstyne rd. bridge.,42.72083,-73.57166,4,H-236-13,T,F,T,T,T,F,F
13-QUAC-4.2,1301-0256,Quacken Kill,Brunswick,rt. 35. 100 m above.,42.74805,-73.56333,4,H-236-13,T,F,T,T,T,F,F
13-QUAC-5.4,1301-0256,Quacken Kill,Brunswick,off route 2. 100 m above bridge.,42.74944,-73.54389,4,H-236-13,T,F,T,T,T,F,F
13-QUAC-7.0,1301-0257,Quacken Kill,Brunswick,off rte 2.,42.765694,-73.523833,4,H-236-13,T,F,T,T,T,F,F
13-QUCK-0.6,1301-0245,Quackenderry Creek,Rensselaer,below wilson street bridge.,42.64444,-73.73583,4,H-222 thru 232. EOH (selected),T,F,T,T,T,F,F
13-QUCK-1.7,1301-0245,Quackenderry Creek,Rensselaer,off ninth street.,42.65583,-73.72417,4,H-222 thru 232. EOH (selected),T,F,T,T,T,F,F
13-QUCK-2.9,1301-0245,Quackenderry Creek,North Greenbush,off route 43. below runoff trib.,42.65028,-73.70638,4,H-222 thru 232. EOH (selected),T,F,T,T,T,F,F
13-QUCK-3.2,1301-0245,Quackenderry Creek,North Greenbush,off route 43. above transmission lines.,42.65111,-73.70111,4,H-222 thru 232. EOH (selected),T,F,T,T,T,F,F
13-QUCK-3.6,1301-0245,Quackenderry Creek,North Greenbush,end of thompson court.,42.64833,-73.69361,4,H-222 thru 232. EOH (selected),T,F,T,T,T,F,F
13-QUAK-0.2,1302-0057,Quaker Brook,Patterson,150 m above rte 68 bridge.,41.49944,-73.53361,3,H- 31-P44-24 (portion 6),T,T,T,T,T,T,F
13-QKER-0.9,1306-0025,Quaker Creek,Warwick,30 m below rt. 6 bridge.,41.32722,-74.41639,3,H-139-13-59,T,T,T,T,T,T,T
13-QKER-1.0,1306-0025,Quaker Creek,Warwick,30 m below rt. 6 bridge.,41.3274,-74.41509,3,H-139-13-59,F,T,F,F,F,F,F
13-QKER-3.5,1306-0025,Quaker Creek,Warwick,pumpkin swamp rd. at jessup switch rd. bridge.,41.33833,-74.37361,3,H-139-13-59,T,F,T,T,T,T,F
13-QKER-4.7,1306-0025,Quaker Creek,Warwick,off rt. 94 (10 m below antique store).,41.34056,-74.3536,3,H-139-13-59,T,F,T,T,T,F,F
02-QRUN-0.3,0201-0029,Quaker Run,Cold Spring,70 m above cain hollow rd. bridge.,42.02971,-78.85448,9,PA-53-8,T,T,T,T,T,T,T
13-QUAS-0.1,1301-0079,Quassaic Creek,New Windsor,river rd. bridge.,41.4882,-74.0091,3,H- 94,F,T,F,F,F,F,F
13-QUAS-0.3,1301-0079,Quassaic Creek,New Windsor,200 m above river rd. bridge.,41.48806,-74.01305,3,H- 94,T,T,T,T,T,T,T
13-QUAS-1.2,1301-0079,Quassaic Creek,New Windsor,below walsh rd. bridge.,41.49222,-74.02888,3,H- 94,T,F,T,T,T,F,F
13-QUAS-3.9,1301-0079,Quassaic Creek,Newburgh,50 m below brookside pond rd. bridge (closed).,41.51167,-74.05556,3,H- 94,T,F,T,T,T,T,T
13-QUAS-13.2,1301-0185,Quassaic Creek,Plattekill,new unionville rd.,41.622355,-74.065984,3,H- 94,T,F,F,T,T,T,F
13-QUAS_04N-0.1,1301-0079,Quassaic Creek,Newburgh,100 m below river rd. bridge-north side of stream.,41.4882,-74.0091,3,H- 94,T,F,T,T,T,F,F
13-QUAS_04S-0.1,1301-0079,Quassaic Creek,New Windsor,100 m below river rd. bridge-south side of stream.,41.4881,-74.0091,3,H- 94,F,F,F,T,T,F,F
13-WQUAS-5.9,1301-0079,Quassaic Creek,Newburgh,town hall site.,41.532278,-74.062528,3,H- 94,F,F,F,F,F,F,F
13-WQUAS-9.8,1301-0184,Quassaic Creek,Newburgh,mill st.,41.5846,-74.07859,3,H- 94,T,T,T,T,T,T,T
13-WQUAS-11.2,1301-0184,Quassaic Creek,Plattekill,old mill rd.,41.6033,-74.07949,3,H- 94,F,F,F,F,F,F,F
13-WQUAS-11.6,1301-0185,Quassaic Creek,Plattekill,teakettle st.,41.6066,-74.0744,3,H- 94,F,F,F,F,F,F,F
13-WQUAS-13.2,1301-0185,Quassaic Creek,Plattekill,new unionville rd.,41.62235,-74.06598,3,H- 94,T,F,T,F,F,T,T
13-LQCHY-0.0,1310-0033,Queechy Lake,Canaan,Access type is public hand carry down. http://www.dec.ny.gov/qchylkmap.pdf.,42.4072,-73.414703,4,H-204- 2-10-P57,F,F,F,F,T,F,F
13-QBRC-0.7,1301-0160,Queensboro Creek,Woodbury,10 m above seven lakes drive bridge.,41.3022,-74.0386,3,H- 61,T,T,T,T,T,F,F
08-RBOW-0.1,0801-0318,Rainbow Creek,Lowville,10 m above e. martinsburg rd.,43.77,-75.43945,6,ONT-19-53,T,F,T,F,F,F,F
09-LRBWF-0.0,0903-0071,Rainbow Falls Reservoir,Parishville,Access type is public. boat launch on west corner of reservoir off Raquette River Road near dam.,44.509602,-74.789703,6,SL- 1 (portion  5e)/P22a,F,F,F,F,T,F,F
15-RAMA-1.1,1501-0012,Ramapo River,Ramapo,50 m above 4th st. bridge.,41.12516,-74.164555,3,NJ-12,T,T,T,T,T,T,T
15-RAMA-4.8,1501-0012,Ramapo River,Ramapo,seven lakes d.,41.1621,-74.1887,3,NJ-12,T,T,T,T,T,T,T
15-RAMA-7.3,1501-0012,Ramapo River,Tuxedo,100 m downstream of east village rd.,41.19528,-74.18361,3,NJ-12,F,F,F,T,T,F,F
15-RAMA-9.2,1501-0036,Ramapo River,Tuxedo,adjacent to state hwy 17. downstream of warwick brook.,41.219407,-74.185343,3,NJ-12,T,F,F,T,T,T,F
15-RAMA-9.9,1501-0036,Ramapo River,Tuxedo,100 m above rt. 210 bridge.,41.22833,-74.18306,3,NJ-12,T,F,F,T,T,T,F
15-RAMA-11.8,1501-0036,Ramapo River,Tuxedo,adjacent to state hwy 17. downstream of warwick brook.,41.250157,-74.168322,3,NJ-12,T,T,T,T,T,T,T
15-RAMA-13.3,1501-0036,Ramapo River,Tuxedo,0.2 mi south of arden bridge; end of water st.,41.27361,-74.15334,3,NJ-12,T,T,T,T,T,T,T
15-RAMA-13.7,1501-0036,Ramapo River,Tuxedo,test_1482.,41.2791,-74.1493,3,NJ-12,F,F,F,F,F,F,F
15-RAMA-16.1,1501-0037,Ramapo River,Woodbury,at nepera plant bridge.,41.30722,-74.13695,3,NJ-12,T,T,T,T,T,T,T
15-RAMA-16.5,1501-0037,Ramapo River,Woodbury,50 m downstream of route 17 bridge.,41.31,-74.14278,3,NJ-12,T,T,T,T,T,T,T
15-RAMA-16.7,1501-0037,Ramapo River,Woodbury,5 m below monroe park pond.,41.31028,-74.14361,3,NJ-12,T,T,T,T,T,F,T
15-RAMA-16.8,1501-0037,Ramapo River,Monroe,20 m below river rd. bridge.,41.31222,-74.14888,3,NJ-12,T,T,T,T,T,T,T
15-RAMA-18.6,1501-0037,Ramapo River,Monroe,freeland street.,41.323767,-74.1723,3,NJ-12,T,T,T,T,T,T,T
15-WRAMA-4.8,1501-0012,Ramapo River,Ramapo,seven lakes dr.,41.1621,-74.1887,3,NJ-12,F,F,F,F,F,F,F
01-RANS-1.4,0102-0027,Ransom Creek,Clarence,below miles rd. bridge.,43.027,-78.68963,9,ONT-158-12-6,T,F,T,T,T,T,T
01-RANS-3.1,0102-0027,Ransom Creek,Clarence,at conner rd. bridge.,43.01944,-78.66266,9,ONT-158-12-6,T,T,T,T,T,F,F
01-RANS-5.1,0102-0027,Ransom Creek,Clarence,upstream of rt. 217 bridge. at firehouse.,43.00857,-78.63514,9,ONT-158-12-6,T,F,T,T,T,F,F
01-RANS-8.5,0102-0027,Ransom Creek,Clarence,brokhaven rd. bridge (off greiner rd.).,42.98764,-78.59354,9,ONT-158-12-6,T,F,T,T,T,F,F
01-RANS-9.1,0102-0027,Ransom Creek,Clarence,at ransom rd. bridge.,42.97889,-78.59194,9,ONT-158-12-6,F,F,F,T,T,F,F
09-LRNC_33-12.9,0903-0059,Raquette River,Massena,access via sulphur springs park off rte 420. multiplates are upstream on far shore.,44.91528,-74.89222,6,SL-1,F,F,F,F,F,F,F
09-RAQU-3.2,0903-0059,Raquette River,Massena,below cr 45/128 bridge.,44.97861,-74.73306,6,SL-1,T,T,T,T,T,T,T
09-RAQU-12.6,0903-0059,Raquette River,Massena,at rt. 420 bridge. port side.,44.91639,-74.88861,6,SL-1,F,F,F,T,T,F,F
09-RAQU-12.7,0903-0059,Raquette River,Massena,rt.420 bridge. starboard side.below sulfur spring.,44.91639,-74.88861,6,SL-1,F,F,F,T,T,F,F
09-RAQU-12.8,0903-0059,Raquette River,Massena,rte 420 bridge.,44.91667,-74.88917,6,SL-1,T,T,T,T,T,T,T
09-RAQU-21.9,0903-0059,Raquette River,Norfolk,walk 400 meters east off river rd.,44.819,-74.98878,6,SL-1,T,T,T,F,F,T,T
09-RAQU-43.8,0903-0066,Raquette River,Pierrepont,at cr 24 bridge.,44.586944,-74.96,6,SL- 1 (portion  4),F,T,F,F,F,F,F
09-RAQU-44.0,0903-0066,Raquette River,Browns Bridge,lenny rd. pull-off; 0.4 miles east of russell tpke.,44.58528,-74.95222,6,SL-1 (portion 4),T,T,T,T,T,T,T
09-RAQU-44.2,0903-0066,Raquette River,Parishville,lenny rd. pull-off; 0.4 miles east of russell tpke. at canoe launch trail.,44.58528,-74.95222,6,SL-1,T,F,T,T,T,T,T
09-RAQU-80.9,0903-0074,Raquette River,Piercefield,access off logging rd.s.,44.314314,-74.665562,6,SL- 1 (portion  7),T,F,F,F,F,F,F
09-RAQU-89.9,0903-0074,Raquette River,Piercefield,off rt3.,44.253575,-74.595852,6,SL- 1 (portion  7),T,T,T,T,T,T,T
09-RAQU-92.7,0903-0075,Raquette River,Piercefield,1.5 miles downstream of rt. 3 bridge.,44.23167,-74.55778,6,SL-1-P85,T,F,T,T,T,F,F
09-RAQU-105.0,0903-0077,Raquette River,Harrietstown,just off rt 30.,44.236904,-74.40019,5,SL- 1 (portion 10),T,T,T,T,T,T,T
09-RAQU-36.7,0903-0064,Raquette River,Potsdam,"On rte 11 - Sandstone Drive. Bridge site, looks to be parking on north end of bridge off Depot Street near Village diner, large river, likely no bugs",44.66942,-74.991397,6,SL- 1 (portion  2),T,,T,,,,T
07-RATG-0.7,0702-0024,Rattle Snake Gulf,La Fayette,walk 900 meters upstream of cr 234/tully farms rd.,42.86201,-76.14989,7,ONT-66-12-12-P154-4-19,T,F,T,T,T,T,T
